id_kasus,kanal,kategori,nama_kategori,teks_skenario,label_risiko,level_kesulitan,has_link,has_short_url,has_suspicious_domain,asks_otp_pin_cvv,asks_password,asks_personal_data,has_reward_claim,has_loan_offer,has_urgency,asks_transfer_fee,uses_apk_attachment,outside_official_app,risk_score_rule,indikator_ideal,tindakan_benar,feedback_tutor,basis_sumber
CYB043,Email,pinjol_ilegal,Pinjol Ilegal,"Dana cair 5 menit tanpa BI checking. Klik https://bit.ly/4ufel6, cukup KTP dan akses kontak untuk verifikasi.",mencurigakan,sedang,1,1,0,0,0,1,0,1,0,0,0,0,42,penawaran via SMS/WA|akses kontak/galeri|ancaman debt collector|tanpa cek legalitas,Jangan instal aplikasi; cek legalitas di OJK/Kontak 157 sebelum meminjam.,"Kasus ini termasuk Pinjol Ilegal. Perhatikan indikator: penawaran via SMS/WA, akses kontak/galeri, ancaman debt collector. Jangan instal aplikasi; cek legalitas di OJK/Kontak 157 sebelum meminjam.",OJK - waspada pinjol melalui SMS/WhatsApp dan cek legalitas OJK
CYB044,Media Sosial,pinjol_ilegal,Pinjol Ilegal,"Pinjaman cepat bunga ringan. Jika tidak bayar, kontak keluarga akan dihubungi otomatis.",mencurigakan,mudah,0,0,0,1,0,1,0,1,0,1,0,0,64,penawaran via SMS/WA|akses kontak/galeri|ancaman debt collector|tanpa cek legalitas,Jangan instal aplikasi; cek legalitas di OJK/Kontak 157 sebelum meminjam.,"Kasus ini termasuk Pinjol Ilegal. Perhatikan indikator: penawaran via SMS/WA, akses kontak/galeri, ancaman debt collector. Jangan instal aplikasi; cek legalitas di OJK/Kontak 157 sebelum meminjam.",OJK - waspada pinjol melalui SMS/WhatsApp dan cek legalitas OJK
CYB045,WhatsApp,pinjol_ilegal,Pinjol Ilegal,"Dana cair 5 menit tanpa BI checking. Klik https://jne-resi-apk.com/verifikasi, cukup KTP dan akses kontak untuk verifikasi.",berbahaya,mudah,1,0,1,0,0,1,0,1,0,0,1,0,75,penawaran via SMS/WA|akses kontak/galeri|ancaman debt collector|tanpa cek legalitas,Jangan instal aplikasi; cek legalitas di OJK/Kontak 157 sebelum meminjam.,"Kasus ini termasuk Pinjol Ilegal. Perhatikan indikator: penawaran via SMS/WA, akses kontak/galeri, ancaman debt collector. Jangan instal aplikasi; cek legalitas di OJK/Kontak 157 sebelum meminjam.",OJK - waspada pinjol melalui SMS/WhatsApp dan cek legalitas OJK
CYB046,Browser/Website,pinjol_ilegal,Pinjol Ilegal,"Dana cair 5 menit tanpa BI checking. Klik https://pajak-online-id.org/login, cukup KTP dan akses kontak untuk verifikasi.",berbahaya,mudah,1,0,1,0,1,1,0,1,0,1,0,0,80,penawaran via SMS/WA|akses kontak/galeri|ancaman debt collector|tanpa cek legalitas,Jangan instal aplikasi; cek legalitas di OJK/Kontak 157 sebelum meminjam.,"Kasus ini termasuk Pinjol Ilegal. Perhatikan indikator: penawaran via SMS/WA, akses kontak/galeri, ancaman debt collector. Jangan instal aplikasi; cek legalitas di OJK/Kontak 157 sebelum meminjam.",OJK - waspada pinjol melalui SMS/WhatsApp dan cek legalitas OJK
CYB047,Marketplace Chat,pinjol_ilegal,Pinjol Ilegal,"Dana cair 5 menit tanpa BI checking. Klik https://cutt.ly/253j2d, cukup KTP dan akses kontak untuk verifikasi.",mencurigakan,sedang,1,1,0,0,0,1,0,1,0,0,0,0,42,penawaran via SMS/WA|akses kontak/galeri|ancaman debt collector|tanpa cek legalitas,Jangan instal aplikasi; cek legalitas di OJK/Kontak 157 sebelum meminjam.,"Kasus ini termasuk Pinjol Ilegal. Perhatikan indikator: penawaran via SMS/WA, akses kontak/galeri, ancaman debt collector. Jangan instal aplikasi; cek legalitas di OJK/Kontak 157 sebelum meminjam.",OJK - waspada pinjol melalui SMS/WhatsApp dan cek legalitas OJK
CYB048,SMS,pinjol_ilegal,Pinjol Ilegal,"Pinjaman cepat bunga ringan. Jika tidak bayar, kontak keluarga akan dihubungi otomatis.",mencurigakan,mudah,0,0,0,1,0,1,0,1,0,1,0,0,64,penawaran via SMS/WA|akses kontak/galeri|ancaman debt collector|tanpa cek legalitas,Jangan instal aplikasi; cek legalitas di OJK/Kontak 157 sebelum meminjam.,"Kasus ini termasuk Pinjol Ilegal. Perhatikan indikator: penawaran via SMS/WA, akses kontak/galeri, ancaman debt collector. Jangan instal aplikasi; cek legalitas di OJK/Kontak 157 sebelum meminjam.",OJK - waspada pinjol melalui SMS/WhatsApp dan cek legalitas OJK
CYB049,WhatsApp,marketplace_scam,Scam Marketplace,"Untuk klaim voucher marketplace, bayar biaya aktivasi Rp25.000 ke nomor ini.",aman,sulit,0,0,0,0,0,0,1,0,0,1,0,0,25,transaksi luar aplikasi|rekening pribadi|biaya aktivasi|file resi palsu,Tetap transaksi di aplikasi resmi dan jangan transfer ke rekening pribadi.,"Kasus ini termasuk Scam Marketplace. Perhatikan indikator: transaksi luar aplikasi, rekening pribadi, biaya aktivasi. Tetap transaksi di aplikasi resmi dan jangan transfer ke rekening pribadi.",Modus umum penipuan marketplace/transfer luar aplikasi
CYB050,Media Sosial,marketplace_scam,Scam Marketplace,Pembeli meminta transaksi di luar aplikasi agar bebas biaya admin. Transfer ke rekening pribadi ya.,mencurigakan,sedang,0,0,0,0,0,1,0,0,0,1,0,1,45,transaksi luar aplikasi|rekening pribadi|biaya aktivasi|file resi palsu,Tetap transaksi di aplikasi resmi dan jangan transfer ke rekening pribadi.,"Kasus ini termasuk Scam Marketplace. Perhatikan indikator: transaksi luar aplikasi, rekening pribadi, biaya aktivasi. Tetap transaksi di aplikasi resmi dan jangan transfer ke rekening pribadi.",Modus umum penipuan marketplace/transfer luar aplikasi
CYB051,SMS,marketplace_scam,Scam Marketplace,"Untuk klaim voucher marketplace, bayar biaya aktivasi Rp25.000 ke nomor ini.",aman,sulit,0,0,0,0,0,0,1,0,0,1,0,0,25,transaksi luar aplikasi|rekening pribadi|biaya aktivasi|file resi palsu,Tetap transaksi di aplikasi resmi dan jangan transfer ke rekening pribadi.,"Kasus ini termasuk Scam Marketplace. Perhatikan indikator: transaksi luar aplikasi, rekening pribadi, biaya aktivasi. Tetap transaksi di aplikasi resmi dan jangan transfer ke rekening pribadi.",Modus umum penipuan marketplace/transfer luar aplikasi
CYB052,Marketplace Chat,marketplace_scam,Scam Marketplace,"Untuk klaim voucher marketplace, bayar biaya aktivasi Rp25.000 ke nomor ini.",aman,sulit,0,0,0,0,0,0,1,0,0,1,0,0,25,transaksi luar aplikasi|rekening pribadi|biaya aktivasi|file resi palsu,Tetap transaksi di aplikasi resmi dan jangan transfer ke rekening pribadi.,"Kasus ini termasuk Scam Marketplace. Perhatikan indikator: transaksi luar aplikasi, rekening pribadi, biaya aktivasi. Tetap transaksi di aplikasi resmi dan jangan transfer ke rekening pribadi.",Modus umum penipuan marketplace/transfer luar aplikasi
CYB053,SMS,marketplace_scam,Scam Marketplace,Kurir: paket tertahan. Buka file resi.apk agar paket dikirim ulang.,mencurigakan,sedang,0,0,0,0,0,0,0,0,1,0,1,0,33,transaksi luar aplikasi|rekening pribadi|biaya aktivasi|file resi palsu,Tetap transaksi di aplikasi resmi dan jangan transfer ke rekening pribadi.,"Kasus ini termasuk Scam Marketplace. Perhatikan indikator: transaksi luar aplikasi, rekening pribadi, biaya aktivasi. Tetap transaksi di aplikasi resmi dan jangan transfer ke rekening pribadi.",Modus umum penipuan marketplace/transfer luar aplikasi
CYB054,Marketplace Chat,marketplace_scam,Scam Marketplace,Kurir: paket tertahan. Buka file resi.apk agar paket dikirim ulang.,mencurigakan,sedang,0,0,0,0,0,0,0,0,1,0,1,0,33,transaksi luar aplikasi|rekening pribadi|biaya aktivasi|file resi palsu,Tetap transaksi di aplikasi resmi dan jangan transfer ke rekening pribadi.,"Kasus ini termasuk Scam Marketplace. Perhatikan indikator: transaksi luar aplikasi, rekening pribadi, biaya aktivasi. Tetap transaksi di aplikasi resmi dan jangan transfer ke rekening pribadi.",Modus umum penipuan marketplace/transfer luar aplikasi
CYB055,Email,marketplace_scam,Scam Marketplace,Kurir: paket tertahan. Buka file resi.apk agar paket dikirim ulang.,mencurigakan,sedang,0,0,0,0,0,0,0,0,1,0,1,0,33,transaksi luar aplikasi|rekening pribadi|biaya aktivasi|file resi palsu,Tetap transaksi di aplikasi resmi dan jangan transfer ke rekening pribadi.,"Kasus ini termasuk Scam Marketplace. Perhatikan indikator: transaksi luar aplikasi, rekening pribadi, biaya aktivasi. Tetap transaksi di aplikasi resmi dan jangan transfer ke rekening pribadi.",Modus umum penipuan marketplace/transfer luar aplikasi
CYB056,WhatsApp,marketplace_scam,Scam Marketplace,Kurir: paket tertahan. Buka file resi.apk agar paket dikirim ulang.,mencurigakan,sedang,0,0,0,0,0,0,0,0,1,0,1,0,33,transaksi luar aplikasi|rekening pribadi|biaya aktivasi|file resi palsu,Tetap transaksi di aplikasi resmi dan jangan transfer ke rekening pribadi.,"Kasus ini termasuk Scam Marketplace. Perhatikan indikator: transaksi luar aplikasi, rekening pribadi, biaya aktivasi. Tetap transaksi di aplikasi resmi dan jangan transfer ke rekening pribadi.",Modus umum penipuan marketplace/transfer luar aplikasi
CYB057,Browser/Website,marketplace_scam,Scam Marketplace,Pembeli meminta transaksi di luar aplikasi agar bebas biaya admin. Transfer ke rekening pribadi ya.,mencurigakan,sedang,0,0,0,0,0,1,0,0,0,1,0,1,45,transaksi luar aplikasi|rekening pribadi|biaya aktivasi|file resi palsu,Tetap transaksi di aplikasi resmi dan jangan transfer ke rekening pribadi.,"Kasus ini termasuk Scam Marketplace. Perhatikan indikator: transaksi luar aplikasi, rekening pribadi, biaya aktivasi. Tetap transaksi di aplikasi resmi dan jangan transfer ke rekening pribadi.",Modus umum penipuan marketplace/transfer luar aplikasi
CYB058,Media Sosial,marketplace_scam,Scam Marketplace,Kurir: paket tertahan. Buka file resi.apk agar paket dikirim ulang.,mencurigakan,sedang,0,0,0,0,0,0,0,0,1,0,1,0,33,transaksi luar aplikasi|rekening pribadi|biaya aktivasi|file resi palsu,Tetap transaksi di aplikasi resmi dan jangan transfer ke rekening pribadi.,"Kasus ini termasuk Scam Marketplace. Perhatikan indikator: transaksi luar aplikasi, rekening pribadi, biaya aktivasi. Tetap transaksi di aplikasi resmi dan jangan transfer ke rekening pribadi.",Modus umum penipuan marketplace/transfer luar aplikasi
CYB059,WhatsApp,marketplace_scam,Scam Marketplace,"Untuk klaim voucher marketplace, bayar biaya aktivasi Rp25.000 ke nomor ini.",aman,sulit,0,0,0,0,0,0,1,0,0,1,0,0,25,transaksi luar aplikasi|rekening pribadi|biaya aktivasi|file resi palsu,Tetap transaksi di aplikasi resmi dan jangan transfer ke rekening pribadi.,"Kasus ini termasuk Scam Marketplace. Perhatikan indikator: transaksi luar aplikasi, rekening pribadi, biaya aktivasi. Tetap transaksi di aplikasi resmi dan jangan transfer ke rekening pribadi.",Modus umum penipuan marketplace/transfer luar aplikasi
CYB060,WhatsApp,marketplace_scam,Scam Marketplace,"Untuk klaim voucher marketplace, bayar biaya aktivasi Rp25.000 ke nomor ini.",aman,sulit,0,0,0,0,0,0,1,0,0,1,0,0,25,transaksi luar aplikasi|rekening pribadi|biaya aktivasi|file resi palsu,Tetap transaksi di aplikasi resmi dan jangan transfer ke rekening pribadi.,"Kasus ini termasuk Scam Marketplace. Perhatikan indikator: transaksi luar aplikasi, rekening pribadi, biaya aktivasi. Tetap transaksi di aplikasi resmi dan jangan transfer ke rekening pribadi.",Modus umum penipuan marketplace/transfer luar aplikasi
CYB061,Media Sosial,marketplace_scam,Scam Marketplace,Pembeli meminta transaksi di luar aplikasi agar bebas biaya admin. Transfer ke rekening pribadi ya.,mencurigakan,sedang,0,0,0,0,0,1,0,0,0,1,0,1,45,transaksi luar aplikasi|rekening pribadi|biaya aktivasi|file resi palsu,Tetap transaksi di aplikasi resmi dan jangan transfer ke rekening pribadi.,"Kasus ini termasuk Scam Marketplace. Perhatikan indikator: transaksi luar aplikasi, rekening pribadi, biaya aktivasi. Tetap transaksi di aplikasi resmi dan jangan transfer ke rekening pribadi.",Modus umum penipuan marketplace/transfer luar aplikasi
CYB062,Marketplace Chat,marketplace_scam,Scam Marketplace,Pembeli meminta transaksi di luar aplikasi agar bebas biaya admin. Transfer ke rekening pribadi ya.,mencurigakan,sedang,0,0,0,0,0,1,0,0,0,1,0,1,45,transaksi luar aplikasi|rekening pribadi|biaya aktivasi|file resi palsu,Tetap transaksi di aplikasi resmi dan jangan transfer ke rekening pribadi.,"Kasus ini termasuk Scam Marketplace. Perhatikan indikator: transaksi luar aplikasi, rekening pribadi, biaya aktivasi. Tetap transaksi di aplikasi resmi dan jangan transfer ke rekening pribadi.",Modus umum penipuan marketplace/transfer luar aplikasi
CYB063,Marketplace Chat,marketplace_scam,Scam Marketplace,Kurir: paket tertahan. Buka file resi.apk agar paket dikirim ulang.,mencurigakan,sedang,0,0,0,0,0,0,0,0,1,0,1,0,33,transaksi luar aplikasi|rekening pribadi|biaya aktivasi|file resi palsu,Tetap transaksi di aplikasi resmi dan jangan transfer ke rekening pribadi.,"Kasus ini termasuk Scam Marketplace. Perhatikan indikator: transaksi luar aplikasi, rekening pribadi, biaya aktivasi. Tetap transaksi di aplikasi resmi dan jangan transfer ke rekening pribadi.",Modus umum penipuan marketplace/transfer luar aplikasi
CYB064,Email,marketplace_scam,Scam Marketplace,Pembeli meminta transaksi di luar aplikasi agar bebas biaya admin. Transfer ke rekening pribadi ya.,mencurigakan,sedang,0,0,0,0,0,1,0,0,0,1,0,1,45,transaksi luar aplikasi|rekening pribadi|biaya aktivasi|file resi palsu,Tetap transaksi di aplikasi resmi dan jangan transfer ke rekening pribadi.,"Kasus ini termasuk Scam Marketplace. Perhatikan indikator: transaksi luar aplikasi, rekening pribadi, biaya aktivasi. Tetap transaksi di aplikasi resmi dan jangan transfer ke rekening pribadi.",Modus umum penipuan marketplace/transfer luar aplikasi
CYB065,Browser/Website,apk_malware,APK/Undangan Palsu,"Undangan pernikahan digital, mohon dibuka: undangan.apk",aman,sulit,0,0,0,0,0,0,0,0,0,0,1,0,25,file APK|lampiran tidak dikenal|mengaku kurir/undangan|risiko pencurian data,Jangan unduh/instal APK; hapus pesan dan cek paket/tagihan melalui kanal resmi.,"Kasus ini termasuk APK/Undangan Palsu. Perhatikan indikator: file APK, lampiran tidak dikenal, mengaku kurir/undangan. Jangan unduh/instal APK; hapus pesan dan cek paket/tagihan melalui kanal resmi.",Modus APK palsu/kurir/undangan yang sering dilaporkan di Indonesia
CYB066,SMS,apk_malware,APK/Undangan Palsu,Foto paket Anda ada di aplikasi berikut: resi-paket.apk,aman,sulit,0,0,0,0,0,0,0,0,0,0,1,0,25,file APK|lampiran tidak dikenal|mengaku kurir/undangan|risiko pencurian data,Jangan unduh/instal APK; hapus pesan dan cek paket/tagihan melalui kanal resmi.,"Kasus ini termasuk APK/Undangan Palsu. Perhatikan indikator: file APK, lampiran tidak dikenal, mengaku kurir/undangan. Jangan unduh/instal APK; hapus pesan dan cek paket/tagihan melalui kanal resmi.",Modus APK palsu/kurir/undangan yang sering dilaporkan di Indonesia
CYB067,SMS,apk_malware,APK/Undangan Palsu,"Tagihan PLN bulan ini, cek rincian pada file PLN.apk",aman,sulit,0,0,0,0,0,0,0,0,0,0,1,0,25,file APK|lampiran tidak dikenal|mengaku kurir/undangan|risiko pencurian data,Jangan unduh/instal APK; hapus pesan dan cek paket/tagihan melalui kanal resmi.,"Kasus ini termasuk APK/Undangan Palsu. Perhatikan indikator: file APK, lampiran tidak dikenal, mengaku kurir/undangan. Jangan unduh/instal APK; hapus pesan dan cek paket/tagihan melalui kanal resmi.",Modus APK palsu/kurir/undangan yang sering dilaporkan di Indonesia
CYB068,Marketplace Chat,apk_malware,APK/Undangan Palsu,"Undangan pernikahan digital, mohon dibuka: undangan.apk",aman,sulit,0,0,0,0,0,0,0,0,0,0,1,0,25,file APK|lampiran tidak dikenal|mengaku kurir/undangan|risiko pencurian data,Jangan unduh/instal APK; hapus pesan dan cek paket/tagihan melalui kanal resmi.,"Kasus ini termasuk APK/Undangan Palsu. Perhatikan indikator: file APK, lampiran tidak dikenal, mengaku kurir/undangan. Jangan unduh/instal APK; hapus pesan dan cek paket/tagihan melalui kanal resmi.",Modus APK palsu/kurir/undangan yang sering dilaporkan di Indonesia
CYB069,Media Sosial,apk_malware,APK/Undangan Palsu,"Undangan pernikahan digital, mohon dibuka: undangan.apk",aman,sulit,0,0,0,0,0,0,0,0,0,0,1,0,25,file APK|lampiran tidak dikenal|mengaku kurir/undangan|risiko pencurian data,Jangan unduh/instal APK; hapus pesan dan cek paket/tagihan melalui kanal resmi.,"Kasus ini termasuk APK/Undangan Palsu. Perhatikan indikator: file APK, lampiran tidak dikenal, mengaku kurir/undangan. Jangan unduh/instal APK; hapus pesan dan cek paket/tagihan melalui kanal resmi.",Modus APK palsu/kurir/undangan yang sering dilaporkan di Indonesia
CYB070,Marketplace Chat,apk_malware,APK/Undangan Palsu,"Tagihan PLN bulan ini, cek rincian pada file PLN.apk",aman,sulit,0,0,0,0,0,0,0,0,0,0,1,0,25,file APK|lampiran tidak dikenal|mengaku kurir/undangan|risiko pencurian data,Jangan unduh/instal APK; hapus pesan dan cek paket/tagihan melalui kanal resmi.,"Kasus ini termasuk APK/Undangan Palsu. Perhatikan indikator: file APK, lampiran tidak dikenal, mengaku kurir/undangan. Jangan unduh/instal APK; hapus pesan dan cek paket/tagihan melalui kanal resmi.",Modus APK palsu/kurir/undangan yang sering dilaporkan di Indonesia
CYB071,SMS,apk_malware,APK/Undangan Palsu,"Tagihan PLN bulan ini, cek rincian pada file PLN.apk",aman,sulit,0,0,0,0,0,0,0,0,0,0,1,0,25,file APK|lampiran tidak dikenal|mengaku kurir/undangan|risiko pencurian data,Jangan unduh/instal APK; hapus pesan dan cek paket/tagihan melalui kanal resmi.,"Kasus ini termasuk APK/Undangan Palsu. Perhatikan indikator: file APK, lampiran tidak dikenal, mengaku kurir/undangan. Jangan unduh/instal APK; hapus pesan dan cek paket/tagihan melalui kanal resmi.",Modus APK palsu/kurir/undangan yang sering dilaporkan di Indonesia
CYB072,Media Sosial,apk_malware,APK/Undangan Palsu,"Undangan pernikahan digital, mohon dibuka: undangan.apk",aman,sulit,0,0,0,0,0,0,0,0,0,0,1,0,25,file APK|lampiran tidak dikenal|mengaku kurir/undangan|risiko pencurian data,Jangan unduh/instal APK; hapus pesan dan cek paket/tagihan melalui kanal resmi.,"Kasus ini termasuk APK/Undangan Palsu. Perhatikan indikator: file APK, lampiran tidak dikenal, mengaku kurir/undangan. Jangan unduh/instal APK; hapus pesan dan cek paket/tagihan melalui kanal resmi.",Modus APK palsu/kurir/undangan yang sering dilaporkan di Indonesia
CYB073,Browser/Website,apk_malware,APK/Undangan Palsu,Foto paket Anda ada di aplikasi berikut: resi-paket.apk,aman,sulit,0,0,0,0,0,0,0,0,0,0,1,0,25,file APK|lampiran tidak dikenal|mengaku kurir/undangan|risiko pencurian data,Jangan unduh/instal APK; hapus pesan dan cek paket/tagihan melalui kanal resmi.,"Kasus ini termasuk APK/Undangan Palsu. Perhatikan indikator: file APK, lampiran tidak dikenal, mengaku kurir/undangan. Jangan unduh/instal APK; hapus pesan dan cek paket/tagihan melalui kanal resmi.",Modus APK palsu/kurir/undangan yang sering dilaporkan di Indonesia
CYB074,Browser/Website,apk_malware,APK/Undangan Palsu,"Tagihan PLN bulan ini, cek rincian pada file PLN.apk",aman,sulit,0,0,0,0,0,0,0,0,0,0,1,0,25,file APK|lampiran tidak dikenal|mengaku kurir/undangan|risiko pencurian data,Jangan unduh/instal APK; hapus pesan dan cek paket/tagihan melalui kanal resmi.,"Kasus ini termasuk APK/Undangan Palsu. Perhatikan indikator: file APK, lampiran tidak dikenal, mengaku kurir/undangan. Jangan unduh/instal APK; hapus pesan dan cek paket/tagihan melalui kanal resmi.",Modus APK palsu/kurir/undangan yang sering dilaporkan di Indonesia
CYB075,SMS,apk_malware,APK/Undangan Palsu,Foto paket Anda ada di aplikasi berikut: resi-paket.apk,aman,sulit,0,0,0,0,0,0,0,0,0,0,1,0,25,file APK|lampiran tidak dikenal|mengaku kurir/undangan|risiko pencurian data,Jangan unduh/instal APK; hapus pesan dan cek paket/tagihan melalui kanal resmi.,"Kasus ini termasuk APK/Undangan Palsu. Perhatikan indikator: file APK, lampiran tidak dikenal, mengaku kurir/undangan. Jangan unduh/instal APK; hapus pesan dan cek paket/tagihan melalui kanal resmi.",Modus APK palsu/kurir/undangan yang sering dilaporkan di Indonesia
CYB076,Browser/Website,apk_malware,APK/Undangan Palsu,"Tagihan PLN bulan ini, cek rincian pada file PLN.apk",aman,sulit,0,0,0,0,0,0,0,0,0,0,1,0,25,file APK|lampiran tidak dikenal|mengaku kurir/undangan|risiko pencurian data,Jangan unduh/instal APK; hapus pesan dan cek paket/tagihan melalui kanal resmi.,"Kasus ini termasuk APK/Undangan Palsu. Perhatikan indikator: file APK, lampiran tidak dikenal, mengaku kurir/undangan. Jangan unduh/instal APK; hapus pesan dan cek paket/tagihan melalui kanal resmi.",Modus APK palsu/kurir/undangan yang sering dilaporkan di Indonesia
CYB077,WhatsApp,apk_malware,APK/Undangan Palsu,"Tagihan PLN bulan ini, cek rincian pada file PLN.apk",aman,sulit,0,0,0,0,0,0,0,0,0,0,1,0,25,file APK|lampiran tidak dikenal|mengaku kurir/undangan|risiko pencurian data,Jangan unduh/instal APK; hapus pesan dan cek paket/tagihan melalui kanal resmi.,"Kasus ini termasuk APK/Undangan Palsu. Perhatikan indikator: file APK, lampiran tidak dikenal, mengaku kurir/undangan. Jangan unduh/instal APK; hapus pesan dan cek paket/tagihan melalui kanal resmi.",Modus APK palsu/kurir/undangan yang sering dilaporkan di Indonesia
CYB078,Email,apk_malware,APK/Undangan Palsu,"Tagihan PLN bulan ini, cek rincian pada file PLN.apk",aman,sulit,0,0,0,0,0,0,0,0,0,0,1,0,25,file APK|lampiran tidak dikenal|mengaku kurir/undangan|risiko pencurian data,Jangan unduh/instal APK; hapus pesan dan cek paket/tagihan melalui kanal resmi.,"Kasus ini termasuk APK/Undangan Palsu. Perhatikan indikator: file APK, lampiran tidak dikenal, mengaku kurir/undangan. Jangan unduh/instal APK; hapus pesan dan cek paket/tagihan melalui kanal resmi.",Modus APK palsu/kurir/undangan yang sering dilaporkan di Indonesia
CYB079,Email,apk_malware,APK/Undangan Palsu,"Tagihan PLN bulan ini, cek rincian pada file PLN.apk",aman,sulit,0,0,0,0,0,0,0,0,0,0,1,0,25,file APK|lampiran tidak dikenal|mengaku kurir/undangan|risiko pencurian data,Jangan unduh/instal APK; hapus pesan dan cek paket/tagihan melalui kanal resmi.,"Kasus ini termasuk APK/Undangan Palsu. Perhatikan indikator: file APK, lampiran tidak dikenal, mengaku kurir/undangan. Jangan unduh/instal APK; hapus pesan dan cek paket/tagihan melalui kanal resmi.",Modus APK palsu/kurir/undangan yang sering dilaporkan di Indonesia
CYB080,SMS,apk_malware,APK/Undangan Palsu,"Undangan pernikahan digital, mohon dibuka: undangan.apk",aman,sulit,0,0,0,0,0,0,0,0,0,0,1,0,25,file APK|lampiran tidak dikenal|mengaku kurir/undangan|risiko pencurian data,Jangan unduh/instal APK; hapus pesan dan cek paket/tagihan melalui kanal resmi.,"Kasus ini termasuk APK/Undangan Palsu. Perhatikan indikator: file APK, lampiran tidak dikenal, mengaku kurir/undangan. Jangan unduh/instal APK; hapus pesan dan cek paket/tagihan melalui kanal resmi.",Modus APK palsu/kurir/undangan yang sering dilaporkan di Indonesia
CYB081,Marketplace Chat,fake_giveaway,Hadiah/Giveaway Palsu,Anda terpilih sebagai pemenang undian. Kirim data KTP dan rekening untuk pencairan hadiah.,aman,sulit,0,0,0,0,0,1,1,0,0,0,0,0,22,hadiah tidak masuk akal|biaya/pajak hadiah|meminta data rekening/KTP|link klaim palsu,Abaikan; jangan bayar biaya klaim dan cek pengumuman di kanal resmi.,"Kasus ini termasuk Hadiah/Giveaway Palsu. Perhatikan indikator: hadiah tidak masuk akal, biaya/pajak hadiah, meminta data rekening/KTP. Abaikan; jangan bayar biaya klaim dan cek pengumuman di kanal resmi.",Modus hadiah palsu dan biaya/pajak klaim hadiah
CYB082,Email,fake_giveaway,Hadiah/Giveaway Palsu,Selamat nomor Anda memenangkan hadiah Rp25 juta dari JNE. Klaim sekarang di https://pajak-online-id.org/login,berbahaya,mudah,1,0,1,0,1,0,1,0,1,1,0,0,74,hadiah tidak masuk akal|biaya/pajak hadiah|meminta data rekening/KTP|link klaim palsu,Abaikan; jangan bayar biaya klaim dan cek pengumuman di kanal resmi.,"Kasus ini termasuk Hadiah/Giveaway Palsu. Perhatikan indikator: hadiah tidak masuk akal, biaya/pajak hadiah, meminta data rekening/KTP. Abaikan; jangan bayar biaya klaim dan cek pengumuman di kanal resmi.",Modus hadiah palsu dan biaya/pajak klaim hadiah
CYB083,Email,fake_giveaway,Hadiah/Giveaway Palsu,Giveaway resmi Mandiri! Bayar pajak hadiah dulu sebesar Rp150.000 agar dana dikirim.,aman,sulit,0,0,0,0,0,0,1,0,0,1,0,0,25,hadiah tidak masuk akal|biaya/pajak hadiah|meminta data rekening/KTP|link klaim palsu,Abaikan; jangan bayar biaya klaim dan cek pengumuman di kanal resmi.,"Kasus ini termasuk Hadiah/Giveaway Palsu. Perhatikan indikator: hadiah tidak masuk akal, biaya/pajak hadiah, meminta data rekening/KTP. Abaikan; jangan bayar biaya klaim dan cek pengumuman di kanal resmi.",Modus hadiah palsu dan biaya/pajak klaim hadiah
CYB084,WhatsApp,fake_giveaway,Hadiah/Giveaway Palsu,Selamat nomor Anda memenangkan hadiah Rp25 juta dari PLN. Klaim sekarang di https://tinyurl.com/jeget1,mencurigakan,sedang,1,1,0,0,0,0,1,0,1,0,0,0,36,hadiah tidak masuk akal|biaya/pajak hadiah|meminta data rekening/KTP|link klaim palsu,Abaikan; jangan bayar biaya klaim dan cek pengumuman di kanal resmi.,"Kasus ini termasuk Hadiah/Giveaway Palsu. Perhatikan indikator: hadiah tidak masuk akal, biaya/pajak hadiah, meminta data rekening/KTP. Abaikan; jangan bayar biaya klaim dan cek pengumuman di kanal resmi.",Modus hadiah palsu dan biaya/pajak klaim hadiah
CYB085,WhatsApp,fake_giveaway,Hadiah/Giveaway Palsu,Selamat nomor Anda memenangkan hadiah Rp25 juta dari Mandiri. Klaim sekarang di https://shopee-promo11.com/claim,mencurigakan,sedang,1,0,1,0,0,0,1,0,1,0,0,0,44,hadiah tidak masuk akal|biaya/pajak hadiah|meminta data rekening/KTP|link klaim palsu,Abaikan; jangan bayar biaya klaim dan cek pengumuman di kanal resmi.,"Kasus ini termasuk Hadiah/Giveaway Palsu. Perhatikan indikator: hadiah tidak masuk akal, biaya/pajak hadiah, meminta data rekening/KTP. Abaikan; jangan bayar biaya klaim dan cek pengumuman di kanal resmi.",Modus hadiah palsu dan biaya/pajak klaim hadiah
CYB086,Browser/Website,fake_giveaway,Hadiah/Giveaway Palsu,Selamat nomor Anda memenangkan hadiah Rp25 juta dari DANA. Klaim sekarang di https://s.id/kzebbk,mencurigakan,sedang,1,1,0,0,0,0,1,0,1,0,0,0,36,hadiah tidak masuk akal|biaya/pajak hadiah|meminta data rekening/KTP|link klaim palsu,Abaikan; jangan bayar biaya klaim dan cek pengumuman di kanal resmi.,"Kasus ini termasuk Hadiah/Giveaway Palsu. Perhatikan indikator: hadiah tidak masuk akal, biaya/pajak hadiah, meminta data rekening/KTP. Abaikan; jangan bayar biaya klaim dan cek pengumuman di kanal resmi.",Modus hadiah palsu dan biaya/pajak klaim hadiah
